MLS Number,Property Type,Status,Street Number,Street Name,Unit Number,City/Location,Zip Code,County,List Price,Close Price,Close Date,Area,Subdivision,Master Planned Community,Market Area,School District,School Elementary,School Middle,School High,Sq Ft Total,Price Sq Ft List,Price Sq Ft Sold,Lot Size,Acres,Price Acre List,Price Acre Sales,Year Built,Bedrooms,Baths Full,Baths Half,Baths Total,Room Count,Fireplaces Number,Stories,New Construction,New Construction Desc,Pool Private,No Of Garage Cap,Style,DOM,CDOM,List Office MLSID,List Office Name,List Agent MLSID,List Agent Full Name,Selling Office MLSID,Selling Office Name,Selling Agent MLSID,Selling Agent Full Name,Realist Owner Name,Last Change Timestamp,List Date ,Cap_Rate
78420767,Single-Family,Active,5519,Cornish,,Houston,77007,Harris,$398000.00,,,9,Cornish Place Sec 4,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2286,$174.10,,3200,0.0735,$5414966.00,,2000,3,2,1,2.1,8,1,2,FALSE,,FALSE,2,Contemporary/Modern,5,5,VREA01,"Venture Realty, LLC",mrondan,Maira Rondan,,,,,,09/13/2019 9:16:05 AM,09/11/2019 12:00:00 AM,11.28021674
45308859,Single-Family,Active,213,Birdsall,,Houston,77007,Harris,$399000.00,,,16,Millennium Homes At Birdsall,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2609,$152.93,,1704,0.0391,$10204604.00,,2005,3,3,1,3.1,3,1,3,FALSE,,FALSE,2,Contemporary/Modern,73,376,WDWR01,World Wide Realty,YYang,Yu Yang,,,,,,08/23/2019 5:11:10 PM,07/05/2019 12:00:00 AM,16.91055639
22841229,Single-Family,Active,4609,Nett,C,Houston,77007,Harris,$399900.00,,,16,Nett Street Lndg,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2358,$169.59,,1433,0.0329,$12155015.00,,2019,3,3,1,3.1,7,,4,TRUE,Never Lived In,FALSE,2,Contemporary/Modern,24,81,ROPL01,"RealtyOne Plus, LLC",wayneliu,Wayne Liu,,,,,,08/23/2019 12:41:00 AM,08/23/2019 12:00:00 AM,12.36188525
33198039,Single-Family,Active,826,Alexander,,Houston,77007,Harris,$399900.00,,,9,Harding Heights,,Heights/Greater Heights,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,900,$444.33,,5500,0.1263,$3166271.00,,1920,2,1,0,1,6,,1,FALSE,,FALSE,1,Traditional,63,63,RMXM01,RE/MAX Metro                  ,TSANAIS,Margaret Tsanais,,,,,,08/15/2019 12:43:36 PM,07/15/2019 12:00:00 AM,-13.45497244
82342530,Single-Family,Active,608,Westcott,,Houston,77007,Harris,$399900.00,,,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2090,$191.34,,1761,0.0404,$9898515.00,,2005,3,2,1,2.1,5,1,3,FALSE,,FALSE,2,Contemporary/Modern,61,61,DGTY01,"John Daugherty, REALTORS",LisaPel,Lisa Peltier,,,,,,08/27/2019 1:05:01 PM,07/17/2019 12:00:00 AM,7.616399752
96971581,Townhouse/Condo,Active,4608,Nett,D,Houston,77007,Harris,$399950.00,,,16,Comtemporary Concepts,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2261,$176.89,,1825,,,,2009,3,3,1,3.1,7,,3,FALSE,,FALSE,2,Contemporary/Modern,68,68,RMSI01,RE/MAX Signature,thandal,Tara Handal,,,,,,07/31/2019 12:02:58 PM,07/10/2019 12:00:00 AM,10.63929774
97283738,Townhouse/Condo,Active,5247,Inker,B,Houston,77007,Harris,$399999.00,,,16,Cottage Grove,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2465,$162.27,,1750,,,,2007,3,3,1,3.1,7,0,3,FALSE,,FALSE,2,Contemporary/Modern,33,33,COLD11,"Coldwell Banker United,",PVAUGHN,Phillip Vaughn,,,,,,08/14/2019 9:03:01 PM,08/14/2019 12:00:00 AM,14.24573518
45038200,Townhouse/Condo,Active,1205,Summer,B,Houston,77007,Harris,$400000.00,,,9,Summer Street Court,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2088,$191.57,,1498,,,,2012,3,3,1,3.1,7,,4,FALSE,,FALSE,2,Contemporary/Modern,6,6,REYN01,The Reyna Realty Group,bernese,Shephali Perkins,,,,,,09/10/2019 4:36:39 PM,09/10/2019 12:00:00 AM,7.571742609
24204316,Single-Family,Active,1311,Bingham,B,Houston,77007,Harris,$400000.00,,,9,Stessel Add/Bingham Street,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2587,$154.62,,1690,,,,2008,3,3,1,3.1,7,1,3,FALSE,,FALSE,2,Contemporary/Modern,7,7,KWPT01,Keller Williams Realty,huy,Huy Dinh,,,,,,09/09/2019 3:04:04 PM,09/09/2019 12:00:00 AM,16.40534435
15152516,Single-Family,Active,710,8th,,Houston,77007,Harris,$400000.00,,,9,Heights,,Heights/Greater Heights,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2066,$193.61,,1406,0.0323,$12383901.00,,2007,3,3,1,3.1,6,1,4,FALSE,,FALSE,2,Contemporary/Modern,26,26,KWPR01,Keller Williams Professionals,TerriLeeMoss,Terri Moss,,,,,,09/15/2019 4:34:32 PM,08/21/2019 12:00:00 AM,7.182285217
85204591,Single-Family,Active,1512,Weber,F,Houston,77007,Harris,$404900.00,,,9,Sawyer Heights,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2031,$199.36,,1558,0.0358,$11310056.00,,2018,3,3,1,3.1,3,,4,TRUE,Never Lived In,FALSE,2,Contemporary/Modern,4,196,CITQ01,Citiquest Properties,STEVENB,Patrick Burbridge,,,,,,09/12/2019 9:30:50 PM,09/12/2019 12:00:00 AM,6.127587488
57471619,Townhouse/Condo,Active,114,Heights,A,Houston,77007,Harris,$404900.00,,,16,Villas/Hts,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2322,$174.38,,2013,,,,2007,3,3,1,3.1,6,,4,FALSE,,FALSE,2,Traditional,21,101,JPAS01,JPAR - The Sears Group,shtran,Steven Tran,,,,,,09/05/2019 2:26:09 PM,08/26/2019 12:00:00 AM,11.21670493
28369818,Single-Family,Active,5521,Darling,A,Houston,77007,Harris,$409000.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2604,$157.07,,1851,0.0425,$9623529.00,,2016,3,3,1,3.1,11,,3,FALSE,,FALSE,2,Traditional,32,32,CMTX01,"Compass RE Texas, LLC",AMARTINI,Ashton Martini,,,,,,09/12/2019 5:43:34 PM,08/15/2019 12:00:00 AM,15.69191623
72948942,Townhouse/Condo,Active,1353,Moy,,Houston,77007,Harris,$409900.00,,,16,MOY STREET PARK,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2041,$200.83,,1487,,,,2019,3,3,1,3.1,10,0,3,TRUE,Never Lived In,FALSE,2,"Contemporary/Modern, Traditional",54,144,MWPP01,Michael William Properties,mikie,Michael Afshari,,,,,,07/24/2019 3:35:55 PM,07/24/2019 12:00:00 AM,5.867075108
23887224,Single-Family,Active,2723,Cohn Garden,,Houston,77007,Harris,$409995.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2326,$176.27,,1449,0.0333,$12312162.00,,2014,3,3,1,3.1,6,,3,FALSE,,FALSE,2,"Mediterranean, Traditional",10,10,CREG01,Champions Real Estate Group,desawo,Adesola Awofeso,,,,,,09/06/2019 4:03:44 AM,09/06/2019 12:00:00 AM,10.78115417
63918784,Townhouse/Condo,Active,1101,Summer,C,Houston,77007,Harris,$410000.00,,,9,Summer Street Townhomes,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2416,$169.70,,1450,,,,2019,3,3,1,3.1,7,0,3,TRUE,To Be Built/Under Construction,FALSE,2,Traditional,39,39,KWPD01,Keller Williams Platinum,Loken,Lance Loken,,,,,,09/13/2019 12:51:07 PM,08/08/2019 12:00:00 AM,12.33503966
57678985,Single-Family,Active,1620,Utah,,Houston,77007,Harris,$414000.00,,,16,Lowell Place,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2160,$191.67,,1550,0.0356,$11629213.00,,2004,3,3,1,3.1,5,1,3,FALSE,,FALSE,2,Mediterranean,38,106,BYRN01,Southern Realty Group         ,LOREN,Loren Hebert Byrnes,,,,,,08/09/2019 11:37:43 AM,08/09/2019 12:00:00 AM,7.553270321
92870031,Townhouse/Condo,Active,1355,Moy,,Houston,77007,Harris,$414900.00,,,16,MOY STREET PARK,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2041,$203.28,,1681,,,,2019,3,3,1,3.1,10,0,3,TRUE,Never Lived In,FALSE,2,"Contemporary/Modern, Traditional",54,144,MWPP01,Michael William Properties,mikie,Michael Afshari,,,,,,07/24/2019 3:39:30 PM,07/24/2019 12:00:00 AM,5.44217297
15219180,Single-Family,Active,5838,Darling,A,Houston,77007,Harris,$415000.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1913,$216.94,,2688,,,,2012,3,2,1,2.1,7,,2,FALSE,,FALSE,2,Contemporary/Modern,6,6,VLOR01,Vanessa Odders,VANESSAL,Vanessa Odders,,,,,,09/10/2019 12:34:59 PM,09/10/2019 12:00:00 AM,3.249746674
57815089,Single-Family,Active,5226,Kiam,1018,Houston,77007,Harris,$415000.00,,,9,Spanish Villa/Kiam,,Cottage Grove,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2582,$160.73,,1888,0.0433,$9584296.00,,2013,3,3,1,3.1,3,,3,FALSE,,FALSE,2,Spanish,40,164,KWHM01,Keller Williams Realty,imatt,Matthew Flores,,,,,,08/09/2019 4:58:48 PM,08/07/2019 12:00:00 AM,14.66473002
12149397,Single-Family,Active,1614,Parker,,Houston,77007,Harris,$415000.00,,,16,Rice Military / Washington Corridor,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2330,$178.11,,1437,0.033,$12575758.00,,2013,3,3,1,3.1,6,,3,FALSE,,FALSE,2,Traditional,42,107,MWCR01,Circa Real Estate,AODDAY,Ashley Day,,,,,,08/05/2019 4:45:25 PM,08/05/2019 12:00:00 AM,10.36491566
83286363,Single-Family,Active,1427,Shearn,,Houston,77007,Harris,$415000.00,,,9,Shearn Commons,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2259,$183.71,,1416,0.0325,$12769231.00,,2009,3,3,1,3.1,9,1,3,FALSE,,FALSE,2,Traditional,65,65,PPTX01,Prime Properties,RASSAM,Sahar Mutammara,,,,,,08/07/2019 9:06:19 AM,07/13/2019 12:00:00 AM,9.153460031
43934103,Townhouse/Condo,Active,5905,Kiam,B,Houston,77007,Harris,$415500.00,,,9,Langston Modern Sub,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2416,$171.98,,1955,,,,2014,3,3,1,3.1,7,,3,FALSE,,FALSE,2,Contemporary/Modern,38,183,BERK02,Berkshire Hathaway HomeService,mkyanka,Marcia Kyanka,,,,,,08/09/2019 7:00:10 PM,08/09/2019 12:00:00 AM,11.78270538
61312561,Single-Family,Active,4609,Nett,A,Houston,77007,Harris,$419000.00,,,16,Nett Street Lndg,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2358,$177.69,,1527,0.0351,$11937322.00,,2019,3,3,1,3.1,11,,4,TRUE,Never Lived In,FALSE,2,Contemporary/Modern,32,154,ROPL01,"RealtyOne Plus, LLC",wayneliu,Wayne Liu,,,,,,08/15/2019 6:34:32 AM,08/15/2019 12:00:00 AM,10.45857757
62985256,Single-Family,Active,1615,Alamo,,Houston,77007,Harris,$419000.00,,,9,Burns,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1307,$320.58,,4250,0.0976,$4293033.00,,1930,2,1,1,1.1,2,,2,FALSE,,FALSE,0,Traditional,40,116,ALIV01,Abundant Living Real Estate,HCHILIVE,Heather Chilivetis,,,,,,08/19/2019 10:39:32 AM,08/07/2019 12:00:00 AM,-7.303180658
73524855,Single-Family,Active,5226,Eigel,B,Houston,77007,Harris,$419000.00,,,16,Cottage Grove,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1954,$214.43,,2688,0.0617,$6790924.00,,2014,3,2,1,2.1,5,,2,FALSE,,FALSE,2,Contemporary/Modern,43,73,REYN01,The Reyna Realty Group,amelie,Amelie Fredland,,,,,,08/30/2019 2:53:35 PM,08/04/2019 12:00:00 AM,3.631032064
37765471,Townhouse/Condo,Active,4203,Dickson,,Houston,77007,Harris,$419000.00,,,16,Waterhill Homes On Dickson,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2679,$156.40,,1905,,,,2010,3,2,1,2.1,5,,3,FALSE,,FALSE,2,"Contemporary/Modern, Mediterranean, Traditional",44,44,RMSI01,RE/MAX Signature,laurafg,Laura Guillory,,,,,,08/31/2019 10:26:09 PM,08/03/2019 12:00:00 AM,15.88343426
62798444,Townhouse/Condo,Active,1515,Crockett,,Houston,77007,Harris,$419000.00,,,9,Baker Nsbb,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2517,$166.47,,1530,,,,2006,3,3,1,3.1,12,1,4,FALSE,,FALSE,2,Contemporary/Modern,70,98,TRNR01,Martha Turner Sotheby's,jmwill,Jonathan Williamson,,,,,,07/24/2019 9:54:58 AM,07/08/2019 12:00:00 AM,13.14565612
30064511,Single-Family,Active,5635,Kiam,D,Houston,77007,Harris,$419800.00,,,9,Kiam Casitas,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2356,$178.18,,1617,0.0371,$11315364.00,,2016,3,3,1,3.1,6,,3,FALSE,,FALSE,2,Traditional,9,9,OLYR01,Century 21 Olympian Galleria,ireney,Irene Yang,,,,,,09/07/2019 4:56:07 PM,09/07/2019 12:00:00 AM,10.34890155
46768736,Single-Family,Active,1512,Weber,A,Houston,77007,Harris,$419900.00,,,9,Sawyer Heights,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2031,$206.75,,1558,0.0358,$11729050.00,,2018,3,3,1,3.1,3,,4,TRUE,Never Lived In,FALSE,2,Contemporary/Modern,4,269,CITQ01,Citiquest Properties,STEVENB,Patrick Burbridge,,,,,,09/12/2019 9:32:01 PM,09/12/2019 12:00:00 AM,4.858753533
29402205,Townhouse/Condo,Active,5214,Eigel,J,Houston,77007,Harris,$419900.00,,,16,Eigel Street T/H,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2876,$146.00,,2687,,,,2001,3,3,1,3.1,6,1,3,FALSE,,FALSE,2,Traditional,18,18,TROR01,Trotwood Realty,HeatherHill,Heather Hill,,,,,,08/29/2019 6:42:36 PM,08/29/2019 12:00:00 AM,19.10853143
3564631,Townhouse/Condo,Active,1359,Moy,,Houston,77007,Harris,$419900.00,,,16,MOY STREET PARK,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2297,$182.80,,,,,,2019,3,3,1,3.1,10,0,3,TRUE,Never Lived In,FALSE,2,"Contemporary/Modern, Traditional",54,144,MWPP01,Michael William Properties,mikie,Michael Afshari,,,,,,07/24/2019 3:48:07 PM,07/24/2019 12:00:00 AM,9.344482434
51977858,Single-Family,Active,5514,Petty,B,Houston,77007,Harris,$424900.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2632,$161.44,,1606,,,,2018,3,3,1,3.1,8,1,3,TRUE,Never Lived In,FALSE,2,Contemporary/Modern,17,716,CNCT01,Connect Realty,MBOATNER,Mary Goudreault,,,,,,08/30/2019 6:18:02 PM,08/30/2019 12:00:00 AM,14.47150204
62830665,Single-Family,Active,5516,Petty,B,Houston,77007,Harris,$424900.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2632,$161.44,,1606,,,,2018,3,3,1,3.1,8,1,3,TRUE,Never Lived In,FALSE,2,Contemporary/Modern,17,716,CNCT01,Connect Realty,MBOATNER,Mary Goudreault,,,,,,08/30/2019 6:27:20 PM,08/30/2019 12:00:00 AM,14.47150204
41794509,Townhouse/Condo,Active,1357,Moy,,Houston,77007,Harris,$424900.00,,,16,MOY STREET PARK,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2297,$184.98,,,,,,2019,3,3,1,3.1,10,0,3,TRUE,Never Lived In,FALSE,2,"Contemporary/Modern, Traditional",54,144,MWPP01,Michael William Properties,mikie,Michael Afshari,,,,,,07/24/2019 3:44:34 PM,07/24/2019 12:00:00 AM,8.888660043
57283197,Townhouse/Condo,Active,4202,Dickson,,Houston,77007,Harris,$425000.00,,,16,Catalina Court,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2038,$208.54,,1402,,,,2011,3,3,1,3.1,10,,3,FALSE,,FALSE,2,Contemporary/Modern,3,3,KWHM01,Keller Williams Realty,ELWalker,Elionne Belden,,,,,,09/14/2019 1:18:22 AM,09/13/2019 12:00:00 AM,4.56438179
48163899,Townhouse/Condo,Active,814,Cohn St,,Houston,77007,Harris,$425000.00,,,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2622,$162.09,,1776,,,,2002,3,2,1,2.1,10,1,3,FALSE,,FALSE,2,"Contemporary/Modern, Traditional",10,82,RMXM01,RE/MAX Metro                  ,ajthomas,Andrea Thomas,,,,,,09/06/2019 4:07:29 PM,09/06/2019 12:00:00 AM,14.29456859
30979578,Townhouse/Condo,Active,4010,Blossom,,Houston,77007,Harris,$425000.00,,,16,LEVERKUHN,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2163,$196.49,,2484,,,,2000,3,3,0,3,8,1,3,FALSE,,FALSE,2,Traditional,12,12,KWPT01,Keller Williams Realty,JenArnold,Jennifer Arnold,,,,,,09/04/2019 1:32:02 PM,09/04/2019 12:00:00 AM,6.647041637
82859530,Townhouse/Condo,Active,1435,Wagner,,Houston,77007,Harris,$425000.00,,,16,Allegro/Bayou,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2140,$198.60,,1645,,,,2012,3,3,1,3.1,7,,4,FALSE,,FALSE,2,Traditional,25,25,HREG01,Hunter Real Estate Group      ,HOOPS,Terri Turner-Swete,,,,,,08/22/2019 8:09:52 PM,08/22/2019 12:00:00 AM,6.263832225
59244869,Single-Family,Active,4228,Dickson,,Houston,77007,Harris,$425000.00,,,16,Catalina Court 1,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2109,$201.52,,1442,0.0331,$12839879.00,,2011,3,3,1,3.1,6,0,3,FALSE,,FALSE,2,Mediterranean,32,32,CBLL01,CB Realty,cboyles,Christopher Boyles,,,,,,09/13/2019 10:51:44 AM,08/15/2019 12:00:00 AM,5.747332583
93734631,Single-Family,Active,5625,Darling,,Houston,77007,Harris,$425000.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2527,$168.18,,2688,,,,2014,3,2,1,2.1,11,1,2,FALSE,,FALSE,2,Traditional,39,207,TRNR01,Martha Turner Sotheby's,JSESH,James Sessel,,,,,,08/08/2019 1:49:22 PM,08/08/2019 12:00:00 AM,12.71174711
41979057,Single-Family,Active,1122,7th,,Houston,77007,Harris,$425000.00,,,9,The Heights,,Heights/Greater Heights,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1920,$221.35,,1720,0.0395,$10759494.00,,2014,3,3,1,3.1,7,0,3,FALSE,,FALSE,2,Traditional,19,19,GGPR02,BHGRE Gary Greene,jandrsn,Jo Ellen Anderson,,,,,,08/28/2019 4:58:18 PM,08/28/2019 12:00:00 AM,2.598350895
21023704,Single-Family,Active,5307,Lillian,C,Houston,77007,Harris,$425000.00,,,16,Affinium Homes/Lillian,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2665,$159.47,,1708,0.0392,$10841837.00,,2007,3,3,1,3.1,7,0,3,FALSE,,FALSE,2,Traditional,49,49,LESL01,"Leslie Lerner Properties, LLC",LERNERL,Leslie Lerner,,,,,,08/24/2019 11:16:49 PM,07/29/2019 12:00:00 AM,15.01100358
38933429,Single-Family,Active,4522,Eli,,Houston,77007,Harris,$429000.00,,,16,City Park T/H,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2500,$171.60,,1754,0.0403,$10645161.00,,2012,3,3,1,3.1,7,1,3,FALSE,,FALSE,2,Traditional,34,34,EXPD01,eXp Realty,FRANKLIN,Jimmy Franklin,,,,,,09/10/2019 7:22:41 PM,08/13/2019 12:00:00 AM,11.87351779
2747902,Townhouse/Condo,Active,5801,Rose,,Houston,77007,Harris,$429000.00,,,16,Rose Place,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2569,$166.99,,1942,,,,2000,3,3,1,3.1,8,,3,FALSE,,FALSE,2,Traditional,45,45,RMSI01,RE/MAX Signature,JADODDS,Jennifer Dodds,,,,,,09/13/2019 2:24:02 PM,08/02/2019 12:00:00 AM,13.01242688
29092129,Single-Family,Active,1918,Goliad,B,Houston,77007,Harris,$429900.00,,,9,Goliad Park,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1975,$217.67,,1800,0.0413,$10409201.00,,2019,3,3,1,3.1,7,,4,TRUE,To Be Built/Under Construction,FALSE,2,Contemporary/Modern,3,172,CITQ01,Citiquest Properties,STEVENB,Patrick Burbridge,,,,,,09/13/2019 9:55:41 PM,09/13/2019 12:00:00 AM,3.139658363
33576868,Townhouse/Condo,Active,248,Detering,,Houston,77007,Harris,$429900.00,,,16,Detering Plaza,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2252,$190.90,,2096,,,,2006,3,3,1,3.1,7,1,3,FALSE,,FALSE,2,Contemporary/Modern,34,34,GKPI01,Greenwood King Properties,KVALLEE,Catherine Vallee,,,,,,09/03/2019 1:35:28 PM,08/13/2019 12:00:00 AM,7.70222883
28832399,Single-Family,Active,5903,Petty,A,Houston,77007,Harris,$429900.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2164,$198.66,,2321,,,,2019,3,2,1,2.1,7,,2,TRUE,To Be Built/Under Construction,FALSE,2,"Other Style, Traditional",38,38,TRNR01,Martha Turner Sotheby's,swarrell,Stephen Warrell,,,,,,08/09/2019 2:52:55 PM,08/09/2019 12:00:00 AM,6.25274796
